bin_id,date,governorate,region,missed_collection,emergency_request,complaint_filed,illegal_dumping_flag,service_completion_time_min
BIN-أسو-002-2113,2026-01-13,أسوان,Upper Egypt,False,False,False,False,87.2
BIN-أسو-002-2113,2026-01-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-26,أسوان,Upper Egypt,False,False,False,False,62.6
BIN-أسو-002-2113,2026-01-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-29,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-30,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-01-31,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-09,أسوان,Upper Egypt,False,False,False,False,15.2
BIN-أسو-002-2113,2026-02-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-12,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-21,أسوان,Upper Egypt,False,False,False,False,48.6
BIN-أسو-002-2113,2026-02-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-02-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-06,أسوان,Upper Egypt,False,False,False,False,68.4
BIN-أسو-002-2113,2026-03-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-09,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-12,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-19,أسوان,Upper Egypt,False,False,False,False,53.4
BIN-أسو-002-2113,2026-03-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-29,أسوان,Upper Egypt,False,False,False,False,50.4
BIN-أسو-002-2113,2026-03-30,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-002-2113,2026-03-31,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-09,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-12,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-29,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-30,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-01-31,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-09,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-12,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-23,أسوان,Upper Egypt,False,False,False,False,85.8
BIN-أسو-003-398D,2026-02-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-02-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-09,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-12,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-16,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-20,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-24,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-28,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-29,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-30,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-003-398D,2026-03-31,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-01,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-04,أسوان,Upper Egypt,False,False,False,False,77.1
BIN-أسو-004-4D9A,2026-01-05,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-08,أسوان,Upper Egypt,False,False,False,False,54.9
BIN-أسو-004-4D9A,2026-01-09,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-12,أسوان,Upper Egypt,False,False,False,False,65.6
BIN-أسو-004-4D9A,2026-01-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-16,أسوان,Upper Egypt,False,False,False,False,51.1
BIN-أسو-004-4D9A,2026-01-17,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-18,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-19,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-20,أسوان,Upper Egypt,False,False,False,False,45.3
BIN-أسو-004-4D9A,2026-01-21,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-22,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-23,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-24,أسوان,Upper Egypt,False,False,False,False,70.6
BIN-أسو-004-4D9A,2026-01-25,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-26,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-27,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-28,أسوان,Upper Egypt,False,False,False,False,27.2
BIN-أسو-004-4D9A,2026-01-29,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-30,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-01-31,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-01,أسوان,Upper Egypt,False,False,False,False,57.5
BIN-أسو-004-4D9A,2026-02-02,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-03,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-04,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-05,أسوان,Upper Egypt,False,False,False,False,42.5
BIN-أسو-004-4D9A,2026-02-06,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-07,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-08,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-09,أسوان,Upper Egypt,False,False,False,False,42.4
BIN-أسو-004-4D9A,2026-02-10,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-11,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-12,أسوان,Upper Egypt,False,False,False,False,84.0
BIN-أسو-004-4D9A,2026-02-13,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-14,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-15,أسوان,Upper Egypt,False,False,False,False,
BIN-أسو-004-4D9A,2026-02-16,أسوان,Upper Egypt,False,False,False,False,26.8
BIN-أسو-004-4D9A,2026-02-17,أسوان,Upper Egypt,False,False,False,False,
