worker_id,date,present,completed_tasks,overtime_hours,performance_score
WRK-بور-002,2026-01-03,True,9,0.1,84.4
WRK-دمي-001,2026-01-03,True,11,0.0,97.4
WRK-دمي-002,2026-01-03,True,6,2.2,67.5
WRK-الإ-001,2026-01-03,True,9,1.0,86.6
WRK-الإ-002,2026-01-03,True,7,0.9,91.7
WRK-الم-001,2026-01-03,True,13,1.9,72.3
WRK-الم-002,2026-01-03,True,9,0.7,82.9
WRK-الم-003,2026-01-03,True,5,2.0,91.8
WRK-الم-004,2026-01-03,True,6,0.9,75.9
WRK-سوه-001,2026-01-03,True,13,2.6,84.0
WRK-سوه-002,2026-01-03,True,8,1.0,69.0
WRK-سوه-003,2026-01-03,True,11,0.1,82.7
WRK-سوه-004,2026-01-03,True,5,0.2,66.8
WRK-الم-001,2026-01-03,True,9,0.4,84.2
WRK-الم-002,2026-01-03,True,5,0.6,84.3
WRK-الم-003,2026-01-03,False,0,0.0,
WRK-الم-004,2026-01-03,True,4,1.4,70.1
WRK-الس-001,2026-01-03,True,12,0.4,89.3
WRK-الس-002,2026-01-03,True,13,0.5,77.7
WRK-قنا-001,2026-01-03,True,5,0.0,85.6
WRK-قنا-002,2026-01-03,True,5,1.5,75.1
WRK-الش-001,2026-01-03,True,6,0.4,82.3
WRK-الش-002,2026-01-03,True,5,1.2,73.9
WRK-الش-003,2026-01-03,True,5,0.6,67.6
WRK-الش-004,2026-01-03,True,12,0.8,79.9
WRK-الش-005,2026-01-03,True,11,0.0,100.0
WRK-الش-006,2026-01-03,True,8,0.0,72.5
WRK-أسي-001,2026-01-03,True,9,0.3,93.7
WRK-أسي-002,2026-01-03,True,7,0.2,80.9
WRK-أسي-003,2026-01-03,True,6,0.4,85.0
WRK-أسي-004,2026-01-03,True,4,0.0,73.5
WRK-أسو-001,2026-01-03,True,12,0.0,66.2
WRK-أسو-002,2026-01-03,True,7,2.0,74.6
WRK-الب-001,2026-01-03,True,7,0.0,95.3
WRK-الب-002,2026-01-03,True,7,0.0,92.7
WRK-الب-003,2026-01-03,True,8,0.0,80.2
WRK-الب-004,2026-01-03,True,12,1.7,93.9
WRK-الب-005,2026-01-03,True,8,1.0,76.7
WRK-الب-006,2026-01-03,True,5,1.9,60.7
WRK-الد-001,2026-01-03,True,12,1.3,77.0
WRK-الد-002,2026-01-03,True,10,1.8,79.5
WRK-الد-003,2026-01-03,True,8,0.9,79.6
WRK-الد-004,2026-01-03,True,9,1.7,91.3
WRK-الق-001,2026-01-03,True,6,0.9,97.6
WRK-الق-002,2026-01-03,True,7,1.0,81.4
WRK-الق-003,2026-01-03,True,9,1.2,89.9
WRK-الق-004,2026-01-03,True,5,0.0,73.2
WRK-الج-001,2026-01-03,True,6,0.4,78.4
WRK-الج-002,2026-01-03,True,10,1.0,73.1
WRK-الج-003,2026-01-03,True,12,0.0,87.9
WRK-الج-004,2026-01-03,True,4,0.7,77.9
WRK-الج-005,2026-01-03,True,10,2.2,64.7
WRK-الج-006,2026-01-03,True,5,0.4,77.9
WRK-الج-007,2026-01-03,True,12,0.1,69.3
WRK-الج-008,2026-01-03,True,9,0.0,86.9
WRK-الج-009,2026-01-03,True,8,0.0,85.9
WRK-الج-010,2026-01-03,True,6,1.0,77.0
WRK-الج-011,2026-01-03,True,4,0.0,82.2
WRK-الغ-001,2026-01-03,True,11,0.0,85.8
WRK-الغ-002,2026-01-03,True,13,0.0,80.9
WRK-الغ-003,2026-01-03,True,5,0.0,73.6
WRK-الغ-004,2026-01-03,True,10,1.0,100.0
WRK-الق-001,2026-01-03,False,0,0.0,
WRK-الق-002,2026-01-03,True,11,0.0,66.1
WRK-الق-003,2026-01-03,True,4,0.0,76.0
WRK-الق-004,2026-01-03,True,4,0.4,73.7
WRK-الق-005,2026-01-03,True,12,0.3,81.0
WRK-الق-006,2026-01-03,True,8,2.1,84.2
WRK-الق-007,2026-01-03,True,4,2.3,100.0
WRK-الق-008,2026-01-03,True,10,0.1,77.5
WRK-الق-009,2026-01-03,True,12,0.0,78.2
WRK-الق-010,2026-01-03,True,13,0.0,63.8
WRK-الق-011,2026-01-03,True,8,0.2,84.3
WRK-الق-012,2026-01-03,True,9,1.0,100.0
WRK-الق-013,2026-01-03,True,9,1.6,66.5
WRK-الق-014,2026-01-03,True,6,1.7,68.6
WRK-الق-015,2026-01-03,True,7,2.2,74.8
WRK-الق-016,2026-01-03,True,13,1.4,76.2
WRK-الق-017,2026-01-03,True,9,0.0,80.0
WRK-الق-018,2026-01-03,True,6,0.7,84.1
WRK-الق-019,2026-01-03,True,8,0.7,76.1
WRK-الق-020,2026-01-03,True,13,1.4,76.4
WRK-الق-021,2026-01-03,True,4,1.2,75.3
WRK-الق-022,2026-01-03,True,10,0.0,73.5
WRK-الأ-001,2026-01-03,True,13,0.0,85.1
WRK-الأ-002,2026-01-03,True,7,0.0,72.5
WRK-الأ-003,2026-01-03,True,12,0.0,78.0
WRK-الأ-004,2026-01-03,True,13,1.1,84.0
WRK-الأ-005,2026-01-03,True,8,0.0,55.5
WRK-الأ-006,2026-01-03,True,11,1.8,58.6
WRK-الو-001,2026-01-04,True,8,0.1,85.0
WRK-الو-002,2026-01-04,True,6,0.7,81.4
WRK-مطر-001,2026-01-04,True,13,0.0,73.7
WRK-مطر-002,2026-01-04,True,13,0.0,73.9
WRK-شما-001,2026-01-04,True,9,0.0,63.8
WRK-شما-002,2026-01-04,True,8,0.9,90.3
WRK-جنو-001,2026-01-04,True,11,0.0,84.8
WRK-جنو-002,2026-01-04,True,6,1.1,76.7
WRK-الأ-001,2026-01-04,True,9,0.4,80.8
WRK-الأ-002,2026-01-04,True,13,0.0,100.0
WRK-الف-001,2026-01-04,True,11,0.8,88.2
WRK-الف-002,2026-01-04,True,13,0.2,90.2
WRK-الف-003,2026-01-04,True,12,0.0,80.9
WRK-الف-004,2026-01-04,True,11,0.4,65.0
WRK-الب-001,2026-01-04,False,0,0.0,
WRK-الب-002,2026-01-04,True,9,1.6,91.0
WRK-كفر-001,2026-01-04,True,12,0.0,77.2
WRK-كفر-002,2026-01-04,True,9,0.5,80.8
WRK-كفر-003,2026-01-04,True,6,0.0,90.9
WRK-كفر-004,2026-01-04,True,11,0.0,80.3
WRK-بني-001,2026-01-04,True,12,2.2,85.4
WRK-بني-002,2026-01-04,True,10,1.0,75.9
WRK-بور-001,2026-01-04,True,8,0.0,69.9
WRK-بور-002,2026-01-04,True,10,0.0,75.4
WRK-دمي-001,2026-01-04,True,5,0.5,91.1
WRK-دمي-002,2026-01-04,True,12,1.3,81.1
WRK-الإ-001,2026-01-04,True,5,0.0,100.0
WRK-الإ-002,2026-01-04,True,6,0.0,88.6
WRK-الم-001,2026-01-04,True,8,0.0,75.7
WRK-الم-002,2026-01-04,True,7,0.0,85.1
WRK-الم-003,2026-01-04,True,10,0.0,96.5
WRK-الم-004,2026-01-04,True,13,1.9,93.9
WRK-سوه-001,2026-01-04,True,5,0.6,66.1
WRK-سوه-002,2026-01-04,True,11,1.3,59.2
WRK-سوه-003,2026-01-04,True,13,0.9,94.6
WRK-سوه-004,2026-01-04,True,11,1.0,83.8
WRK-الم-001,2026-01-04,True,11,1.2,85.8
WRK-الم-002,2026-01-04,True,9,0.6,89.2
WRK-الم-003,2026-01-04,True,6,0.1,66.9
WRK-الم-004,2026-01-04,True,5,0.3,65.7
WRK-الس-001,2026-01-04,True,5,0.5,77.0
WRK-الس-002,2026-01-04,True,5,0.7,100.0
WRK-قنا-001,2026-01-04,True,9,0.1,73.4
WRK-قنا-002,2026-01-04,True,4,0.5,80.5
WRK-الش-001,2026-01-04,True,4,0.0,81.7
WRK-الش-002,2026-01-04,True,9,1.7,89.8
WRK-الش-003,2026-01-04,True,7,1.1,83.5
WRK-الش-004,2026-01-04,True,12,0.9,69.8
WRK-الش-005,2026-01-04,True,12,0.0,76.0
WRK-الش-006,2026-01-04,True,8,0.0,77.4
WRK-أسي-001,2026-01-04,True,10,0.0,71.7
WRK-أسي-002,2026-01-04,True,10,0.0,80.5
WRK-أسي-003,2026-01-04,True,11,2.8,88.3
WRK-أسي-004,2026-01-04,True,11,2.3,79.6
WRK-أسو-001,2026-01-04,True,5,1.6,82.9
WRK-أسو-002,2026-01-04,True,5,0.0,71.2
WRK-الب-001,2026-01-04,True,11,1.1,100.0
WRK-الب-002,2026-01-04,True,6,1.4,84.5
WRK-الب-003,2026-01-04,True,5,0.0,80.6
WRK-الب-004,2026-01-04,True,13,0.0,79.2
WRK-الب-005,2026-01-04,True,9,1.7,91.7
WRK-الب-006,2026-01-04,True,13,0.3,80.1
WRK-الد-001,2026-01-04,True,8,0.0,78.5
WRK-الد-002,2026-01-04,True,5,0.3,64.6
WRK-الد-003,2026-01-04,True,7,1.1,90.5
WRK-الد-004,2026-01-04,True,13,2.1,81.9
WRK-الق-001,2026-01-04,True,7,0.0,93.7
WRK-الق-002,2026-01-04,True,10,1.2,87.5
WRK-الق-003,2026-01-04,True,4,0.0,78.5
WRK-الق-004,2026-01-04,True,8,0.0,100.0
WRK-الج-001,2026-01-04,True,10,1.2,89.2
WRK-الج-002,2026-01-04,True,5,0.0,86.6
WRK-الج-003,2026-01-04,True,6,0.2,75.6
WRK-الج-004,2026-01-04,False,0,0.0,
WRK-الج-005,2026-01-04,True,10,0.2,56.0
WRK-الج-006,2026-01-04,False,0,0.0,
WRK-الج-007,2026-01-04,False,0,0.0,
WRK-الج-008,2026-01-04,True,8,2.7,87.7
WRK-الج-009,2026-01-04,True,4,0.0,72.2
WRK-الج-010,2026-01-04,True,12,1.4,79.5
WRK-الج-011,2026-01-04,True,4,0.4,78.3
WRK-الغ-001,2026-01-04,True,13,0.0,84.7
WRK-الغ-002,2026-01-04,True,10,0.7,83.7
WRK-الغ-003,2026-01-04,True,10,0.3,84.5
WRK-الغ-004,2026-01-04,True,4,0.0,76.7
WRK-الق-001,2026-01-04,True,8,1.3,83.0
WRK-الق-002,2026-01-04,True,4,0.0,100.0
WRK-الق-003,2026-01-04,True,11,0.4,75.8
WRK-الق-004,2026-01-04,True,10,0.0,78.9
WRK-الق-005,2026-01-04,True,12,0.0,55.9
WRK-الق-006,2026-01-04,True,12,1.1,78.0
WRK-الق-007,2026-01-04,True,9,0.0,64.8
WRK-الق-008,2026-01-04,True,4,0.0,72.6
WRK-الق-009,2026-01-04,True,5,1.7,99.5
WRK-الق-010,2026-01-04,True,10,1.3,94.0
WRK-الق-011,2026-01-04,True,13,0.0,81.6
WRK-الق-012,2026-01-04,True,12,0.1,81.3
WRK-الق-013,2026-01-04,False,0,0.0,
WRK-الق-014,2026-01-04,True,12,0.0,86.6
WRK-الق-015,2026-01-04,True,9,0.3,63.1
WRK-الق-016,2026-01-04,True,8,0.4,75.1
WRK-الق-017,2026-01-04,True,11,0.8,82.8
WRK-الق-018,2026-01-04,True,10,0.0,85.2
WRK-الق-019,2026-01-04,True,8,0.6,87.0
WRK-الق-020,2026-01-04,True,12,1.7,74.6
WRK-الق-021,2026-01-04,True,8,0.0,82.8
WRK-الق-022,2026-01-04,True,12,0.4,94.6
WRK-الأ-001,2026-01-04,True,11,1.6,83.5
WRK-الأ-002,2026-01-04,True,12,0.0,61.4
WRK-الأ-003,2026-01-04,True,4,1.2,72.7
WRK-الأ-004,2026-01-04,True,8,1.6,83.1
WRK-الأ-005,2026-01-04,True,11,0.0,81.0
WRK-الأ-006,2026-01-04,True,11,1.4,87.2
WRK-الو-001,2026-01-05,True,8,0.3,76.2
WRK-الو-002,2026-01-05,True,13,0.0,80.5
WRK-مطر-001,2026-01-05,True,4,0.0,73.5
WRK-مطر-002,2026-01-05,True,13,1.3,84.9
WRK-شما-001,2026-01-05,True,8,0.7,100.0
WRK-شما-002,2026-01-05,True,6,0.2,58.4
WRK-جنو-001,2026-01-05,True,5,0.0,93.6
WRK-جنو-002,2026-01-05,True,6,0.7,70.9
WRK-الأ-001,2026-01-05,True,6,0.0,82.4
WRK-الأ-002,2026-01-05,True,12,0.0,63.6
WRK-الف-001,2026-01-05,True,7,2.2,76.0
WRK-الف-002,2026-01-05,True,10,0.7,73.8
WRK-الف-003,2026-01-05,True,7,0.9,98.8
WRK-الف-004,2026-01-05,True,7,0.4,73.7
WRK-الب-001,2026-01-05,False,0,0.0,
WRK-الب-002,2026-01-05,True,13,0.0,78.4
WRK-كفر-001,2026-01-05,True,8,1.1,81.2
WRK-كفر-002,2026-01-05,True,7,2.3,64.1
WRK-كفر-003,2026-01-05,True,6,0.0,72.6
WRK-كفر-004,2026-01-05,True,9,0.4,79.0
WRK-بني-001,2026-01-05,True,13,0.0,70.3
WRK-بني-002,2026-01-05,True,8,2.1,69.7
WRK-بور-001,2026-01-05,False,0,0.0,
WRK-بور-002,2026-01-05,True,13,1.4,88.4
WRK-دمي-001,2026-01-05,True,12,0.0,71.6
WRK-دمي-002,2026-01-05,True,13,0.4,65.4
WRK-الإ-001,2026-01-05,True,12,0.6,99.8
WRK-الإ-002,2026-01-05,True,12,1.8,86.0
WRK-الم-001,2026-01-05,True,7,1.7,63.8
WRK-الم-002,2026-01-05,True,7,0.0,64.1
WRK-الم-003,2026-01-05,False,0,0.0,
WRK-الم-004,2026-01-05,True,11,0.0,94.1
WRK-سوه-001,2026-01-05,True,12,1.1,82.9
WRK-سوه-002,2026-01-05,True,4,2.8,89.5
WRK-سوه-003,2026-01-05,True,5,2.0,70.9
WRK-سوه-004,2026-01-05,True,11,0.0,71.7
WRK-الم-001,2026-01-05,False,0,0.0,
WRK-الم-002,2026-01-05,True,7,0.0,67.6
WRK-الم-003,2026-01-05,True,6,1.7,76.0
WRK-الم-004,2026-01-05,True,7,1.1,78.7
WRK-الس-001,2026-01-05,True,6,0.0,100.0
WRK-الس-002,2026-01-05,True,13,0.1,74.9
WRK-قنا-001,2026-01-05,True,12,0.0,73.6
